subID,Grit_score,BSCS_score,BFI_E_score,BFI_A_score,BFI_C_score,BFI_N_score,BFI_O_score,Planfulness_score,r1.descriptiveness,r2.descriptiveness,r3.descriptiveness,r1.planfulness,r2.planfulness,r3.planfulness
2178358,3.166666667,3.153846154,3.1,3.198360656,3.198360656,3.039630497,3.570880497,4.133333333,1,2,2,2,2,3
2029486,4.166666667,3.923076923,3.166666667,3.265027322,3.265027322,2.947567005,3.103817005,3.766666667,2,2,1,2,2,2
2011572,2.25,2,3.016666667,3.377322404,2.957967566,3.307173915,3.119673915,3.433333333,2,2,2,3,3,2
1943525,3.75,3.153846154,3.016666667,2.885519126,2.788744932,2.7569989,3.0694989,3.033333333,1,2,1,2,2,2
1906779,3.083333333,2.692307692,3.266666667,3.201092896,3.29786709,3.170882963,3.358382963,3.3,1,2,1,2,2,2
1903936,3.833333333,3.384615385,3.25,3.25,3.282258065,2.901305684,3.120055684,3.7,2,2,2,2,2,3
1875106,3.5,3.461538462,3.233333333,3.134972678,3.296263,3.201024905,3.138524905,3.666666667,1,1,1,1,1,1
1862514,4.083333333,3.230769231,3.583333333,3.288251366,3.481799753,3.100847372,3.319597372,4.166666667,1,1,1,1,1,1
1843421,3.333333333,2.615384615,3.316666667,3.447814208,3.383298079,3.351552047,3.382802047,3.2,2,3,2,2,2,2
1835054,3.083333333,3.076923077,3.7,3.404918033,3.275885775,3.244139743,3.587889743,4.3,2,2,2,2,4,4
1777648,3.75,3.230769231,3.233333333,3.167759563,3.038727305,3.1339654,3.4464654,3.666666667,1,1,1,1,1,1
1746828,3,2.769230769,3.5,3.303278689,3.561343205,3.6565813,3.4378313,3.033333333,1,1,1,2,2,2
1734105,2.916666667,2.923076923,3.05,3.11557377,3.1800899,3.116597836,3.147847836,3,1,1,1,1,1,2
1679619,3.5,3.076923077,3.183333333,3.216120219,2.958055702,2.989801734,2.989801734,3.533333333,1,2,1,1,2,2
1577584,4.083333333,4.538461538,3.216666667,3.347814208,3.541362595,3.287394341,3.193644341,3.866666667,1,2,2,3,2,3
1504432,4.166666667,4.307692308,3.483333333,3.384972678,3.514004936,3.037814459,3.287814459,4.266666667,2,2,2,2,2,2
1489478,2.666666667,2.230769231,3.383333333,3.350546448,3.22151419,3.602466571,3.664966571,3.5,0,0,0,0,0,0
1458998,3.416666667,4.461538462,3.233333333,3.331693989,3.718790763,3.274346319,3.243096319,3.933333333,3,3,2,3,3,3
1458941,3.166666667,3.076923077,3.066666667,3.165027322,3.068253129,3.004761065,3.067261065,3.466666667,1,2,1,2,3,2
1457254,3.25,3.846153846,3.633333333,3.731693989,3.570403666,3.44341954,3.47466954,3.733333333,0,0,0,0,0,0
1409016,3,3.230769231,2.883333333,3.276775956,3.180001763,3.053017636,3.240517636,2.233333333,1,2,1,2,2,3
1380143,2.666666667,3.153846154,3.4,3.531147541,3.59566367,3.468679543,3.593679543,3.433333333,2,2,2,3,2,2
1378047,3.666666667,3.153846154,3.083333333,3.214480874,3.18222281,3.213968842,3.182718842,3.866666667,1,2,2,2,2,2
1370201,2.5,2.692307692,3.6,3.304918033,3.240401904,3.335639999,3.241889999,2.7,1,1,1,1,1,1
1367829,3.25,3.461538462,3.333333333,3.333333333,3.301075269,3.174091142,3.455341142,3.066666667,1,1,1,1,1,2
1299073,3.583333333,3.769230769,2.983333333,3.14726776,3.14726776,2.925045537,3.331295537,4,1,2,1,2,4,2
1270310,4.083333333,3.692307692,3.183333333,3.084972678,3.149488807,2.927266584,2.989766584,3.666666667,1,2,1,2,4,3
1254542,2.583333333,2.923076923,3.133333333,3.231693989,3.231693989,3.104709862,3.198459862,3.333333333,1,1,1,1,1,1
1224438,3.25,2.615384615,3.433333333,3.433333333,3.207526882,3.080542755,3.268042755,3.566666667,1,1,1,1,1,1
1211514,3.833333333,4.076923077,3.266666667,3.332240437,3.396756566,2.92056609,3.38931609,4.066666667,1,2,2,2,2,4
1207262,4.333333333,4.153846154,3.366666667,3.432240437,3.303208179,3.207970084,3.457970084,3.7,2,2,2,2,4,3
1163277,2.833333333,2.307692308,3.2,3.232786885,3.103754627,3.611691135,3.424191135,3.1,1,2,1,1,2,1
1093287,3.583333333,3.307692308,3.433333333,3.105464481,3.16998061,3.074742515,3.512242515,4.233333333,2,2,2,2,2,3
1067266,3.5,3.692307692,3.4,3.432786885,3.271496563,3.017528309,3.486278309,3.766666667,1,1,2,1,2,3
916067,3.083333333,3.307692308,3.35,3.35,3.446774194,3.129313876,3.348063876,3.6,1,1,2,1,1,2
898739,4.166666667,4.307692308,3.266666667,3.168306011,3.426370527,3.204148305,3.391648305,4.2,2,1,2,2,2,3
779022,2.916666667,3.615384615,3.666666667,3.568306011,3.697338269,3.570354142,4.039104142,4.2,1,1,1,1,1,1
744594,3.333333333,3.307692308,3.2,3.2,3.232258065,3.137019969,3.168269969,3.233333333,1,2,3,2,4,5
731567,2.5,3.384615385,3.516666667,3.385519126,3.288744932,3.320490964,3.632990964,3.366666667,1,2,2,1,2,2
653027,3.916666667,3.769230769,2.95,3.245081967,3.180565838,2.67262933,3.04762933,3.966666667,1,1,2,1,1,1
620103,4.166666667,2.846153846,3.6,3.763934426,3.699418297,3.38195798,3.41320798,3.633333333,1,1,1,1,3,3
589066,3.083333333,3.846153846,2.95,3.409016393,3.054177684,2.958939589,3.396439589,2.8,1,1,1,1,1,3
569109,4.333333333,3.846153846,3.416666667,3.056010929,3.475365768,3.221397514,3.440147514,4.066666667,1,2,2,2,2,3
563471,3.75,3.076923077,3.35,3.41557377,3.351057641,3.224073514,3.505323514,3.966666667,2,2,2,2,3,3
531193,2.916666667,2.769230769,3.65,3.453278689,3.388762559,3.515746686,3.546996686,3.7,1,1,1,1,1,2
521496,3,3.076923077,3.316666667,3.218306011,3.347338269,3.029877952,3.498627952,3.6,1,2,1,1,2,1
505453,3.5,4.230769231,3.45,3.286065574,3.253807509,3.031585287,3.594085287,4,3,3,3,5,5,5
468035,3.75,3.692307692,3.333333333,3.398907104,3.431165168,3.050212787,3.487712787,4.233333333,2,2,2,2,5,3
320692,3.333333333,2.538461538,3.583333333,3.419398907,3.322624714,3.322624714,3.447624714,3.5,2,3,2,2,2,2
216510,2.666666667,2.384615385,2.9,2.83442623,2.898942359,3.057672517,3.151422517,3.033333333,1,2,2,1,3,4
197000,3.583333333,3.307692308,3.133333333,3.264480874,3.167706681,3.262944776,3.356694776,3.8,1,1,1,1,3,2
168960,2.25,2.230769231,3.3,2.906557377,3.164621893,3.577320306,3.452320306,3.166666667,1,1,1,1,1,1
134831,2.833333333,3.461538462,3.266666667,3.03715847,3.198448793,3.039718634,3.289718634,3.9,1,2,2,2,2,3
131392,2.5,3.307692308,3.266666667,3.233879781,3.556460427,3.239000109,3.551500109,3.6,3,3,3,5,5,5
113644,4.166666667,4.538461538,3.7,3.273770492,3.596351137,3.056668597,3.587918597,4.733333333,2,3,3,5,5,5
